filename,pt_body_nose_front_dx,pt_body_nose_front_dz,sym_body_front_wing_dx,sym_body_front_wing_dy,sym_body_front_wing_dz,sym_body_mid_wing_dx,sym_body_mid_wing_dy,sym_body_mid_wing_dz,sym_body_back_wing_dx,sym_body_back_wing_dy,sym_body_back_wing_dz,sym_body_mid_dx,sym_body_mid_dy,sym_body_mid_dz,sym_body_back_dx,sym_body_back_dy,sym_body_back_dz,pt_body_top_wing_dx,pt_body_top_wing_dz,pt_body_top_mid_dx,pt_body_top_mid_dz,pt_body_top_back_dx,pt_body_top_back_dz,pt_wing_point_dx,pt_wing_point_dz,sym_wing_l1_r1_dx,sym_wing_l1_r1_dy,sym_wing_l1_r1_dz,sym_wing_l1_r2_dx,sym_wing_l1_r2_dy,sym_wing_l1_r2_dz,sym_wing_l1_r3_dx,sym_wing_l1_r3_dy,sym_wing_l1_r3_dz,sym_wing_l2_r1_dx,sym_wing_l2_r1_dy,sym_wing_l2_r1_dz,sym_wing_l2_r2_dx,sym_wing_l2_r2_dy,sym_wing_l2_r2_dz,sym_wing_l2_r3_dx,sym_wing_l2_r3_dy,sym_wing_l2_r3_dz,sym_wing_l3_r1_dx,sym_wing_l3_r1_dy,sym_wing_l3_r1_dz,sym_wing_l3_r2_dx,sym_wing_l3_r2_dy,sym_wing_l3_r2_dz,sym_wing_l3_r3_dx,sym_wing_l3_r3_dy,sym_wing_l3_r3_dz,sym_wing_l4_r1_dx,sym_wing_l4_r1_dy,sym_wing_l4_r1_dz,sym_wing_l4_r2_dx,sym_wing_l4_r2_dy,sym_wing_l4_r2_dz,sym_wing_l4_r3_dx,sym_wing_l4_r3_dy,sym_wing_l4_r3_dz,sym_wing_l5_r1_dx,sym_wing_l5_r1_dy,sym_wing_l5_r1_dz,sym_wing_l5_r2_dx,sym_wing_l5_r2_dy,sym_wing_l5_r2_dz,sym_wing_l5_r3_dx,sym_wing_l5_r3_dy,sym_wing_l5_r3_dz,sym_end_down_front_dx,sym_end_down_front_dy,sym_end_down_front_dz,sym_end_down_back_dx,sym_end_down_back_dy,sym_end_down_back_dz,sym_end_up_front_dx,sym_end_up_front_dy,sym_end_up_front_dz,sym_end_up_back_dx,sym_end_up_back_dy,sym_end_up_back_dz,Cd,Cl,CmPitch,L_D_Ratio
wing_025.stl,-0.005610,0.022791,-0.001307,-0.015861,0.022028,-0.022077,-0.025019,0.003032,-0.029195,-0.001425,0.018173,-0.019108,-0.023417,-0.007750,0.006650,0.013470,0.013214,0.012686,0.024661,-0.013530,-0.005585,-0.008553,0.012325,0.012941,0.025449,-0.012331,0.018042,0.018812,0.011924,0.019534,0.014586,0.001634,-0.011487,0.009392,-0.006928,-0.017352,0.004463,0.015726,0.004934,0.008441,0.006876,0.016269,0.004280,-0.014292,0.014547,0.015979,-0.015402,0.018249,0.006538,-0.012808,-0.014107,0.008903,-0.017379,-0.007915,0.007378,-0.002622,0.019573,-0.014414,-0.013175,0.010752,-0.000460,-0.000988,-0.017827,-0.013316,-0.015362,-0.005443,-0.018815,0.013699,0.017177,-0.017381,0.014505,-0.027340,-0.015200,-0.008500,-0.006558,-0.026165,0.029310,0.003410,-0.017358,0.010596,0.002859,-0.023305,-2.135517e+19,1.16862e+19,-8.811976e+17,-0.5472304832974872
wing_026.stl,-0.020668,0.009044,0.004428,-0.007822,0.023902,0.014802,-0.022484,0.026450,-0.026844,0.021125,0.026946,-0.010536,0.016877,0.000956,0.004288,0.029155,-0.023078,-0.008979,-0.013770,0.019579,-0.020338,0.005196,0.003934,0.005999,0.029360,0.000579,-0.019244,0.015351,-0.005159,-0.001351,0.005950,0.008666,0.018489,0.006706,0.017942,0.009403,0.012784,-0.001172,-0.013761,0.019282,-0.005642,0.010489,0.006928,-0.003922,0.014365,0.001641,-0.017110,-0.019426,0.011599,0.019846,0.013211,0.009376,0.001234,-0.005656,-0.012115,0.016289,0.000410,-0.008941,0.016504,0.004873,-0.013607,-0.013790,0.006579,0.017570,0.019125,0.015201,0.003545,0.005773,0.009560,0.016428,-0.017381,-0.015555,-0.025302,0.028999,0.022179,0.028042,0.002105,-0.019990,-0.012898,-0.024735,-0.029153,-0.014983,0.7005451,-2.907633,-1.19374,-4.150529352071694
wing_027.stl,-0.024602,0.000187,-0.019165,-0.029805,0.016563,0.007336,0.027918,0.005878,0.001380,-0.009970,-0.014600,0.009607,-0.011083,-0.009438,-0.011211,0.002809,0.015308,0.009733,0.017508,-0.002845,-0.029341,-0.016004,0.026072,0.001321,0.011140,0.006526,-0.012147,0.013676,-0.002938,-0.006869,0.017522,0.005933,0.012775,0.003028,0.015516,0.015905,0.015898,-0.015406,0.002507,0.013917,0.001046,-0.008087,0.008124,-0.018927,-0.018248,0.002078,0.012318,-0.007239,0.007820,0.018254,-0.011591,0.007918,-0.019368,0.011928,0.010287,0.003890,-0.001041,0.005925,-0.003485,-0.001682,-0.001834,0.012733,0.005580,0.006920,0.012902,0.003126,-0.011532,0.008476,-0.001352,0.010008,0.011954,0.014423,0.022757,-0.004961,-0.029755,-0.029821,0.006876,0.029890,0.028088,0.025265,-0.012696,-0.012542,0.5633692,-2.364431,-0.9197375,-4.196947578958878
wing_028.stl,-0.014825,0.021263,0.008230,-0.022827,0.027867,0.001558,-0.023115,0.008260,-0.001216,0.014508,-0.018363,0.014575,0.002552,-0.014362,0.021800,-0.005698,0.026933,-0.005994,0.002707,-0.019733,0.008685,-0.026554,0.015083,-0.017719,0.028510,0.009491,0.005813,0.017342,-0.006887,0.008185,0.018753,-0.009509,0.002775,0.019798,0.014532,-0.014515,0.009500,0.005909,-0.005562,0.006596,0.012093,-0.014132,0.018742,0.019388,-0.007812,0.010187,-0.000274,-0.003492,0.003223,-0.009517,-0.005544,0.017188,-0.019027,0.009532,0.018525,0.014258,-0.007280,0.016281,0.002249,0.017124,0.015533,-0.013083,-0.012129,-0.008348,-0.000836,0.019639,0.013784,0.015682,-0.003208,0.011740,0.024312,-0.009894,0.027020,-0.017258,0.006829,0.024438,-0.021355,-0.022308,0.009305,-0.002024,-0.020819,0.003624,0.5319376,-2.135609,-0.806561,-4.014773537347238
wing_029.stl,0.024884,0.029925,-0.010052,0.007145,0.005506,0.011564,-0.015745,0.025224,0.019937,-0.011333,0.013653,-0.020900,-0.014607,0.015989,0.029795,0.007219,0.022965,-0.011765,0.023341,0.027619,0.020712,-0.010178,-0.014388,-0.007611,0.007908,0.019336,-0.003399,0.005868,-0.018602,-0.007968,0.010502,-0.019139,0.003310,0.019112,0.001466,-0.000737,0.013160,-0.007003,-0.011098,0.006017,-0.014121,0.012939,0.019559,-0.011974,-0.012905,0.000172,0.018752,0.000482,0.015512,0.011950,-0.005859,0.019643,-0.002066,-0.015951,-0.014783,-0.004592,0.010290,-0.003223,0.006265,-0.004672,0.001339,-0.019454,-0.013940,0.000859,-0.002497,-0.008430,0.011705,0.016710,-0.010944,-0.004875,-0.000926,0.016016,-0.017632,0.028330,-0.025166,-0.011287,0.023625,0.001576,-0.009231,0.018037,0.009724,0.012123,0.6375621,-2.620446,-1.059783,-4.1101031570101165
wing_030.stl,0.019755,0.023254,-0.021899,-0.024578,0.014594,0.013023,-0.014644,0.028849,0.024429,0.008054,0.015692,-0.016976,0.004601,0.023520,-0.005171,0.006821,0.002699,0.008864,-0.015834,-0.027317,-0.004133,-0.001664,0.006112,0.018684,0.006140,-0.011078,-0.018875,0.007279,-0.008094,0.000933,0.007347,0.010911,0.017430,0.009733,0.013559,0.000512,0.005584,-0.013841,-0.017335,0.002749,-0.002536,-0.009325,0.002925,-0.015202,0.010529,0.012131,-0.012824,-0.013753,0.011759,-0.014356,0.003257,0.012954,-0.004962,0.002008,-0.013920,0.006884,0.016689,-0.017536,0.017432,-0.011645,0.003497,0.005927,0.014046,-0.005766,0.017423,-0.000589,0.016395,0.011395,-0.009772,-0.015954,0.008148,-0.013022,0.024818,0.026542,-0.012989,-0.023526,-0.007506,0.012173,-0.019503,0.011273,0.028080,0.016576,0.6371109,-2.597363,-1.080855,-4.07678317856436
wing_031.stl,0.018799,0.027633,0.015149,-0.006919,0.015283,0.010780,0.005395,0.014986,-0.022237,-0.017507,0.011870,0.028520,0.027740,-0.002886,-0.021050,0.002365,0.019208,-0.027004,0.004018,-0.010431,0.013291,0.021597,0.021852,0.029678,0.016342,0.001348,0.004327,0.016377,-0.003501,-0.001969,0.008237,-0.010913,-0.018734,0.008448,-0.019014,-0.011467,0.017468,-0.019351,-0.010196,0.007592,-0.010900,-0.003852,0.001307,0.004947,-0.000078,0.014094,-0.014822,-0.006989,0.018520,0.003509,0.002034,0.018610,-0.011223,-0.001053,-0.016389,-0.015929,-0.012533,-0.000548,-0.000516,0.001935,0.008855,0.009290,0.014410,0.012070,0.010251,0.004692,0.007303,0.008925,0.018452,0.018478,-0.006223,-0.026103,-0.006256,0.016128,0.019785,-0.000295,0.027457,0.021856,0.007178,0.023848,-0.000562,0.006789,0.6557831,-2.487373,-1.016925,-3.7929812463907657
wing_032.stl,0.015269,0.002823,0.019917,0.018468,0.013710,-0.010217,-0.027765,0.019494,0.029329,0.012153,-0.017376,0.016818,0.014902,0.024671,0.015843,0.009238,0.000353,0.023624,0.028003,-0.011369,-0.012031,-0.017079,0.009113,-0.023125,0.002869,0.015637,-0.014848,0.008705,0.000415,-0.019968,0.019095,0.018033,-0.005819,0.019427,-0.019540,-0.006176,0.010730,0.019853,0.017118,0.015767,0.009223,0.014968,0.008649,0.004037,-0.004788,0.008178,-0.002863,-0.017310,0.002177,-0.005815,-0.017196,0.015428,0.004097,0.007018,0.010957,0.017219,-0.004062,-0.007266,0.002930,0.012261,-0.019058,0.007558,-0.003041,-0.016808,-0.001638,-0.017281,0.006664,-0.016387,0.006527,-0.018214,0.009887,-0.021638,0.011987,0.015548,-0.010209,-0.009877,-0.000718,-0.016514,-0.010457,0.006417,0.008736,-0.027225,0.5148506,-2.40283,-1.025088,-4.66704321603199
wing_033.stl,0.007897,0.008776,0.019017,0.015816,0.023089,-0.024375,0.008338,0.001222,-0.000553,-0.022741,0.021569,0.028972,-0.022450,-0.012645,0.020639,0.023066,-0.024855,0.021640,-0.029427,-0.026017,0.003675,0.026854,0.019522,-0.001561,0.026153,0.012409,-0.017507,0.002152,-0.013702,-0.011489,0.006519,-0.015676,-0.004405,0.002449,-0.000588,-0.018646,0.015392,-0.018822,-0.008172,0.008091,0.017958,0.006303,0.016439,0.002353,-0.005955,0.009033,0.016543,-0.015002,0.013210,-0.015159,-0.007478,0.012313,-0.015252,-0.019183,0.000602,-0.011616,-0.019969,-0.008201,-0.018913,-0.007660,-0.007263,-0.005719,0.008098,-0.009062,-0.007230,-0.011301,-0.003869,-0.002886,-0.019535,0.015557,-0.022469,-0.022821,-0.000022,0.021285,-0.003864,0.026020,0.019112,-0.023915,0.029053,0.027080,-0.017248,0.024541,0.5847931,-2.306938,-0.8853948,-3.9448789665951947
wing_034.stl,-0.029219,0.016669,-0.008819,-0.016977,0.022774,-0.000158,0.014801,0.024501,0.004525,0.024229,-0.002025,-0.006964,0.006487,-0.011048,-0.006502,-0.002270,-0.026759,-0.018835,-0.002501,0.021237,-0.007018,-0.006571,-0.016063,-0.013986,0.015927,-0.005588,-0.007068,0.000561,0.006443,0.005875,0.011087,-0.002066,-0.006909,0.014066,-0.017759,-0.004648,0.004996,0.014062,0.014588,0.018773,0.013146,0.009236,0.016907,-0.012070,0.015761,0.002583,0.019654,-0.018943,0.010509,0.004114,0.014335,0.011125,0.010322,-0.014084,0.017282,-0.014923,-0.003758,0.019299,0.008016,-0.006099,-0.018009,-0.007603,0.018454,-0.015996,-0.003350,-0.012318,0.012965,0.000108,0.016783,-0.001741,-0.027540,-0.001903,0.000685,-0.019832,0.005098,-0.027371,0.017324,0.000569,-0.014355,-0.011113,-0.023759,0.002053,0.5636475,-2.227614,-0.9328891,-3.9521403004537414
wing_035.stl,-0.023621,0.027541,-0.007945,0.023678,0.016097,-0.026220,0.002927,0.015459,0.010775,0.013854,-0.009145,0.013814,-0.019662,0.003653,-0.009276,-0.018943,-0.006330,-0.015522,-0.009981,-0.028962,0.019878,0.014409,-0.001641,0.013550,0.023172,-0.000944,-0.005321,0.004779,0.016866,0.015667,0.000786,0.004079,-0.003504,0.016553,-0.017200,-0.007116,0.018605,0.001142,-0.015963,0.016854,0.014846,0.000888,0.015142,0.011537,0.017327,0.003742,-0.010823,-0.001833,0.008746,0.017157,-0.009277,0.003507,0.000488,0.005597,0.019404,0.005483,0.015240,-0.010686,-0.008937,-0.002429,0.019970,-0.015808,0.017965,0.015550,-0.018857,0.005354,-0.007513,0.012786,-0.015174,0.014458,0.016580,0.016909,0.003799,0.011039,0.016944,0.021493,-0.023598,-0.027970,-0.021125,-0.000007,0.006141,-0.010919,0.5822094,-2.477629,-1.027,-4.255563376338479
wing_036.stl,-0.016006,0.017920,-0.029642,0.014614,0.001569,0.024713,-0.029671,0.024663,-0.013359,0.026151,0.001022,-0.012462,0.023653,0.014984,0.001398,0.012380,-0.025649,-0.019710,-0.000863,0.001310,0.012189,-0.029480,-0.006246,0.019835,0.023688,0.017024,0.008330,0.009684,-0.006184,-0.017654,0.011795,-0.016744,-0.008840,0.014803,-0.011652,0.004128,0.016592,-0.016789,0.009662,0.014468,0.011832,-0.014474,0.000535,0.003461,0.016088,0.006047,0.004441,0.015188,0.014472,-0.008493,-0.018279,0.015915,0.006734,-0.003045,0.012008,0.000892,0.009332,0.006745,-0.008629,-0.011044,0.004322,0.013881,-0.005707,-0.019233,0.006120,-0.015922,0.012021,-0.011388,0.019833,-0.013151,-0.010873,0.006785,-0.028940,-0.018616,0.026851,0.000583,0.021867,0.015723,0.016973,0.001193,0.019272,-0.000744,0.5674264,-2.428132,-1.021872,-4.279201672675082
wing_037.stl,-0.028790,0.004354,-0.005312,-0.003069,0.007386,0.014268,0.017070,0.023755,0.011648,-0.013987,-0.022591,0.004752,-0.015953,0.011850,-0.016869,-0.022923,0.021664,-0.013780,0.021333,-0.017235,0.011972,0.012603,0.028020,0.022458,0.011863,0.001661,-0.001241,0.018192,0.003845,-0.013305,0.004056,-0.015083,-0.018279,0.017835,-0.015517,0.013941,0.008653,0.016206,-0.002421,0.009117,-0.009084,0.008354,0.007583,-0.019338,0.010200,0.005954,-0.009378,0.015576,0.001052,0.008987,-0.016371,0.019532,-0.004042,-0.007028,0.013533,0.000729,-0.017299,0.013829,-0.006163,-0.010152,0.003158,-0.014471,0.012967,0.007853,0.015070,0.018185,-0.004859,0.013065,0.014634,-0.001360,0.002486,0.025001,-0.009978,0.002799,0.023331,-0.015145,0.020378,-0.013290,0.019965,-0.014896,0.002218,0.008046,3.847558e+39,-3.564455e+39,-9.278139e+38,-0.9264200825562604
wing_038.stl,0.026989,0.026077,-0.028112,0.029374,0.000113,0.029398,-0.009892,0.018654,-0.005593,-0.026025,0.002175,-0.002313,0.010431,-0.016247,0.014466,-0.024918,0.007593,0.000113,0.001206,0.026358,0.022730,-0.005875,0.029087,-0.029111,0.020675,-0.007325,0.014230,0.011958,-0.017923,-0.004911,0.014809,-0.006665,0.004163,0.017468,0.002596,0.005478,0.007823,-0.017091,0.012066,0.011259,-0.012660,0.000711,0.006169,-0.007694,-0.006884,0.018174,-0.011277,-0.002857,0.000453,0.006528,0.017963,0.001769,0.012758,-0.016573,-0.009985,-0.005114,0.014533,0.014543,-0.003016,0.017851,-0.015486,-0.005450,-0.001409,0.014566,-0.005517,0.010799,-0.009976,-0.010532,0.003055,-0.006412,-0.008495,0.022669,0.029892,0.025449,0.013043,-0.016831,-0.012906,-0.024405,0.011858,-0.023385,-0.021684,-0.025833,0.6070067,-2.388726,-0.9980722,-3.935254750894842
wing_039.stl,0.013747,0.014873,0.029593,0.001520,0.006510,0.028112,0.026965,0.011175,-0.021073,0.009139,0.019689,0.018158,0.022515,0.026728,-0.028816,-0.019620,-0.013387,-0.029157,-0.022829,-0.014570,0.018419,-0.002953,0.008093,-0.015064,0.014344,-0.003877,-0.014261,0.008069,-0.019971,0.009869,0.004864,0.012101,0.001354,0.006181,-0.005518,-0.014036,0.003090,0.004485,0.018781,0.004242,-0.005043,0.011373,0.012582,-0.013397,-0.003063,0.007109,0.005650,0.013606,0.008117,0.005816,0.012271,0.001127,-0.014180,0.016296,0.002661,-0.000699,-0.015962,-0.002974,0.012934,0.019059,-0.005705,0.006985,-0.019351,-0.002182,0.015841,0.016597,-0.017434,0.007845,-0.005397,-0.011870,0.017785,0.012064,0.025975,0.005732,-0.002538,0.008613,0.009434,0.021489,-0.002220,0.007689,-0.003727,0.000079,0.5660292,-2.531533,-1.039512,-4.472442411098226
wing_040.stl,0.009727,0.019227,-0.004463,0.003152,0.009411,-0.004551,0.026089,0.027987,-0.006299,0.029634,-0.003909,0.004885,0.027064,-0.018038,0.014275,0.014729,-0.013010,-0.025493,0.018369,0.003324,-0.007652,-0.019591,-0.009785,0.010586,0.000003,0.005140,0.010139,0.007039,0.001284,-0.014606,0.019570,0.014037,0.017817,0.004998,0.019432,-0.005238,0.018088,0.009279,-0.013416,0.001471,-0.018872,0.012153,0.000320,0.005697,0.002588,0.002868,-0.004451,-0.004484,0.012024,-0.001713,-0.010114,0.001415,-0.002984,0.019762,0.001071,-0.016170,-0.010980,-0.002319,0.018260,0.008633,-0.011205,-0.017191,0.004076,-0.010317,0.006596,-0.000937,-0.002799,-0.009587,-0.018473,0.017172,-0.026095,-0.000183,0.002267,0.024582,0.024918,0.007181,0.015671,0.027726,-0.000288,0.013412,0.022713,0.026015,-2.421477e+33,-5.39081e+34,-1.601729e+34,22.262486903654256
wing_041.stl,-0.007485,0.000727,0.009449,0.017316,0.020168,-0.013970,0.016724,0.014383,-0.028776,-0.015593,-0.020198,0.020228,0.001209,0.002520,-0.000516,-0.017222,-0.028790,-0.001603,-0.003667,0.024622,0.025506,0.006471,-0.011449,-0.020411,0.005861,-0.001909,-0.002775,0.003013,-0.001123,-0.008058,0.018196,-0.013021,0.010753,0.016117,0.008800,0.017415,0.000969,0.013111,0.002006,0.004841,-0.019669,-0.005266,0.011071,-0.011078,0.006233,0.013302,-0.006827,-0.018145,0.007009,-0.002953,-0.011197,0.019158,0.005916,-0.008685,0.002227,-0.008473,0.017520,-0.019484,0.000323,0.019870,0.016582,-0.009603,0.019839,-0.000401,0.003712,0.007882,0.018642,0.019703,0.005951,-0.005774,0.027542,0.002029,0.013168,-0.009960,0.010833,-0.022145,-0.003428,0.007128,0.027193,-0.018251,0.011806,-0.003392,0.5744903,-2.362234,-0.9671416,-4.11187795511952
wing_042.stl,0.023906,0.006239,-0.025012,0.020401,0.026660,0.023675,-0.011876,0.000333,-0.004103,-0.005507,-0.005497,0.002491,-0.006783,-0.021745,-0.021614,-0.027593,-0.018321,-0.012051,-0.006883,0.011960,0.029983,-0.018368,0.005672,-0.028061,0.016921,-0.006214,-0.015241,0.004807,0.002241,-0.006319,0.005220,0.006872,-0.007552,0.008045,0.011856,0.011200,0.002602,0.008118,-0.004439,0.002100,-0.015250,-0.018663,0.013037,0.012075,-0.009270,0.006484,-0.008400,0.004993,0.017185,0.012625,0.007076,0.011301,0.005511,-0.004043,0.018389,-0.012288,-0.005155,0.011186,0.007256,-0.015311,-0.016321,-0.007169,-0.011061,0.019613,0.012366,0.010240,-0.015751,0.019101,0.012059,-0.010898,-0.007415,-0.009130,-0.014133,-0.026363,-0.018092,0.015678,-0.010549,0.019718,-0.004651,0.001577,0.022882,0.017776,0.5851468,-2.018601,-0.7705436,-3.449734323079268
wing_043.stl,0.001016,0.001534,0.020669,-0.004904,0.029020,0.000019,-0.007197,0.018597,0.007956,-0.024468,-0.014089,0.023263,-0.009051,-0.019258,-0.025852,0.020408,0.012739,-0.028048,-0.017520,0.010478,0.023336,0.011806,0.003439,0.017222,0.009861,-0.019819,0.011290,0.015070,0.018973,0.005480,0.014393,0.007956,-0.013148,0.018029,0.010088,-0.007533,0.012078,0.017795,-0.014457,0.017825,0.010994,-0.007506,0.013376,0.016527,0.012449,0.009903,0.006474,0.010715,0.019116,-0.019784,-0.018745,0.017595,-0.010370,0.018671,0.006275,0.017994,-0.009798,0.015819,0.012366,0.016457,0.012676,0.014550,-0.000581,-0.004690,0.016789,-0.006230,0.001760,-0.006418,-0.012363,-0.018969,0.026384,-0.028645,0.006751,-0.014283,-0.005145,-0.024267,-0.028494,0.008137,0.003906,-0.013023,-0.014190,0.009411,0.4888288,-2.218531,-0.9023027,-4.538462136437133
wing_044.stl,-0.019327,0.007363,0.005578,-0.004194,0.012576,0.015877,-0.002042,0.013043,-0.024574,-0.023289,0.012481,-0.004161,-0.002649,0.002344,0.011979,0.011492,-0.003453,0.001982,0.012951,0.004019,-0.022500,-0.021421,-0.000520,0.015296,0.027534,-0.004013,-0.004634,0.006524,0.013705,0.016293,0.008591,0.002575,0.014658,0.004576,0.007038,-0.019264,0.006588,-0.012897,-0.016269,0.014137,-0.016632,-0.000238,0.001697,-0.017822,-0.013692,0.019480,-0.005809,-0.009428,0.010818,-0.018799,0.016576,0.008452,0.007795,0.012644,-0.001858,0.002340,0.001299,0.002401,0.014891,-0.005059,-0.006905,-0.010741,-0.006550,0.008116,-0.004511,-0.004535,0.008330,0.017212,-0.012956,-0.008700,0.020047,-0.014256,-0.019253,0.007522,-0.028785,0.002305,-0.025832,0.024813,0.005779,0.022109,-0.005025,-0.009605,0.6630243,-2.570563,-1.046229,-3.8770268299367006
wing_045.stl,-0.018769,0.002143,0.011447,0.004983,0.008840,-0.005193,0.010219,0.016928,-0.003323,0.003243,0.029568,0.009575,-0.000095,0.009035,-0.019852,-0.021184,0.010164,0.013842,-0.015020,0.022412,-0.000262,0.021924,-0.023067,-0.018454,0.028182,-0.006958,0.000333,0.012084,0.019697,0.003172,0.004566,-0.002442,0.016682,0.007667,-0.012923,-0.015252,0.010330,-0.014957,0.007388,0.001110,-0.018145,-0.015295,0.011784,-0.000459,-0.008519,0.005449,0.000821,-0.015540,0.012447,-0.018232,0.008387,0.000474,0.013285,-0.009643,-0.015339,-0.013539,0.013384,0.003747,0.018457,0.011800,0.015119,0.009818,0.016078,0.003589,-0.008876,-0.003600,0.000732,-0.001368,-0.002373,-0.003400,-0.005105,-0.011275,0.017929,0.009162,0.009423,0.013392,0.000087,0.013913,0.010257,0.012430,-0.003053,-0.016359,0.6083582,-2.411755,-0.9752509,-3.9643667168454373
wing_046.stl,0.026331,0.028489,0.022224,0.021805,0.010627,-0.017210,0.006831,0.002323,0.009304,0.016368,0.003430,0.006564,-0.028897,0.009742,0.022993,-0.015372,-0.003875,-0.004053,0.013693,0.006753,0.006110,-0.000791,0.017066,-0.008581,0.029513,0.013615,0.009114,0.009040,-0.017516,0.014588,0.013852,0.009576,0.000163,0.006843,-0.016335,-0.009091,0.011875,-0.002741,0.003961,0.010941,-0.009890,-0.005953,0.010684,-0.008540,-0.017398,0.015246,0.002258,0.007995,0.014937,0.014539,-0.008627,0.006572,0.015905,-0.019583,-0.018772,-0.008863,0.007280,-0.001279,-0.004558,-0.015113,-0.014551,-0.004045,-0.004115,-0.000809,0.001635,0.018574,0.010651,0.000850,-0.016567,-0.008884,0.012122,0.003054,-0.027674,0.013892,-0.017554,0.010649,0.011767,-0.004766,0.012587,-0.008921,-0.016373,-0.024870,0.6575572,-2.547601,-0.9938512,-3.8743412740366923
wing_047.stl,0.028114,0.003828,-0.023227,0.001076,0.028611,-0.002299,0.000808,0.004950,0.018569,-0.016655,-0.027005,0.012125,0.011668,0.014210,-0.026432,0.026627,-0.000673,0.020657,0.014546,0.007612,0.003557,0.029823,-0.029914,0.027844,0.000888,0.004554,0.019287,0.001927,0.012521,0.004071,0.015201,-0.017558,0.006707,0.001217,0.007257,0.011013,0.011199,-0.017906,0.013971,0.015567,-0.008723,0.001748,0.005497,0.018077,0.003684,0.018817,0.013604,-0.000467,0.018130,-0.011682,0.011009,0.014560,-0.007953,-0.017344,-0.004174,-0.001584,0.010728,-0.016794,-0.015181,0.014007,0.013418,-0.000318,0.000354,0.017614,-0.007016,-0.002360,-0.016050,-0.008042,-0.015899,-0.019414,0.014340,-0.025060,0.010552,0.000389,0.007870,-0.007244,0.013589,-0.029105,0.025615,0.017751,-0.001943,-0.016991,0.539732,-2.112938,-0.8240878,-3.9147910444442804
wing_048.stl,0.005876,0.024106,0.012425,-0.009440,0.004000,0.006729,-0.017705,0.000624,0.023037,0.006771,-0.002760,0.016054,0.025480,0.006800,0.028342,0.026158,0.028643,-0.024649,-0.026872,-0.007790,-0.024827,0.017988,-0.018211,-0.021741,0.014444,0.018789,0.013028,0.015823,0.005394,-0.003392,0.012373,-0.018034,-0.000169,0.011435,-0.002672,0.007711,0.016997,0.000659,-0.001827,0.007893,0.002853,0.019705,0.004490,-0.006604,-0.011586,0.011966,0.008774,-0.013184,0.004113,0.018802,-0.006583,0.014983,0.008437,0.015001,0.011293,0.018550,0.004051,-0.019180,-0.017767,0.002761,0.011216,-0.003125,-0.016405,0.001615,0.018119,0.008381,0.009059,-0.005413,-0.017221,0.008586,-0.003959,-0.016534,0.015877,-0.014974,-0.011211,0.002519,0.021284,-0.018874,-0.006254,0.015013,-0.007270,-0.003678,8.466957e+30,-4.44237e+31,-9.813637e+30,-5.24671378394859
wing_049.stl,-0.003309,0.015245,0.001921,-0.014217,0.018322,0.009122,0.014345,0.021865,0.025280,-0.029153,0.009861,-0.023740,0.016727,-0.024728,0.008293,-0.002906,-0.008383,0.028392,0.025479,0.028980,-0.009074,0.013517,-0.015174,0.011438,0.024355,-0.002509,0.010771,0.012770,-0.010707,0.016838,0.007965,-0.012059,0.005035,0.012949,-0.014370,0.014567,0.019963,-0.010171,0.018288,0.003623,0.018468,-0.011560,0.007879,-0.005057,0.000677,0.014883,-0.007785,-0.009679,0.019427,-0.009804,-0.003446,0.003113,-0.012723,-0.009599,0.006667,-0.007671,-0.012858,0.000745,-0.017092,0.007600,0.002074,-0.011732,-0.008054,-0.005383,-0.017102,-0.006491,0.005043,0.004957,-0.018070,-0.002520,0.022673,0.027161,-0.008613,-0.000507,-0.008719,0.017416,-0.006791,-0.001401,-0.027941,-0.019515,0.027158,0.010343,0.5432291,-2.597392,-1.113951,-4.781393338464379
wing_050.stl,-0.001515,0.020643,-0.006853,-0.018173,0.027232,0.022345,-0.026184,0.017619,0.016815,-0.006275,0.023120,-0.008800,0.007741,0.005968,0.012510,-0.013306,-0.020966,0.024192,0.004828,0.015705,0.000911,-0.023942,0.020785,-0.003698,0.012556,0.011320,-0.011727,0.016653,-0.015540,0.000010,0.017827,-0.000112,0.013352,0.013592,-0.004627,-0.009790,0.011267,-0.008868,-0.018766,0.002967,-0.013261,0.009863,0.015978,0.014594,-0.000970,0.018431,0.005340,-0.001330,0.016309,-0.007589,-0.014669,0.016792,0.014206,0.008731,-0.008324,0.008181,-0.018638,-0.006156,0.019839,0.015306,0.010108,0.008132,-0.002000,0.014151,0.009445,-0.009840,-0.012773,-0.002130,0.003711,-0.004638,-0.015123,0.005189,0.023245,-0.021070,-0.027117,0.012114,-0.014707,0.008988,0.021257,-0.004408,0.018982,0.028640,0.6157555,-2.640008,-1.059038,-4.287429020122435
